what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385213762802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213762802
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1385213764783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213768231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213770867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213775579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213779229
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1385213779354
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1385213786764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213790539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213792770
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213794938
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1385213796296
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213800946
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385213817077
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1385213843816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213868012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213869229
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1385213870835
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213872115
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1385213873363
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213877202
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385213883879
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213889760
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385213893270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213897467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213963580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213982129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385213983533
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213986403
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1385213987636
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1385213991491
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385214001225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1385214016560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385214023736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385214025171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385214068430
