what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385220098040
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1385220098180
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385220098913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220103484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220104124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220105684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220106651
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1385220107587
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385220107743
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1385220108086
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1385220108242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385220111456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385220111908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385220115808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385220118117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385220119349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220123593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220124451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385220127352
